Phase 0,Phase 1,Phase 2,Phase 3,Phase 4,f_score,mse,epe,accuracy,jaccard,file,pel
25.14,1483.99,5182.02,132.85,31.66,0.2874611099052167,0.07598765432098765,1.5235009467704608,0.9240123456790124,0.8321433098145253,kitchen,pelModificato
31.06,1743.58,4285.92,126.8,19.19,0.2877009210763952,0.07608024691358024,1.525135214456417,0.9239197530864197,0.8319797489716274,kitchen,pelBase
14.01,426.77,214.64,16.48,0.0,0.2602365787079163,0.028214471629359708,1.4337662337662338,0.9717855283706403,0.850418410041841,rose,pelModificato
10.92,465.78,279.71,13.01,13.3,0.258973194002726,0.028301231997223668,1.4528973777921657,0.9716987680027763,0.8512526096033403,rose,pelBase
4.45,437.76,504.26,34.43,0.0,0.24638255698711595,0.04398172248250332,1.0613852212184387,0.9560182775174967,0.8595003956143326,saint,pelModificato
5.3,487.48,594.51,31.76,0.0,0.24940991345397326,0.04414367516918272,1.0614334470989761,0.9558563248308173,0.8575280898876405,saint,pelBase
17.16,448.89,1341.11,63.83,14.03,0.1986840223144042,0.07256429686336228,2.747795414462081,0.9274357031366377,0.8897006273326451,worm,pelModificato
9.49,546.15,1027.3,53.89,15.67,0.20260368499679873,0.07259668007331559,2.7315016717546157,0.9274033199266845,0.8872793477400459,worm,pelBase
15.23,728.89,2021.68,94.95,16.02,0.1978717039189709,0.07159805297851562,1.9030233380480905,0.9284019470214844,0.8902011003604628,lena,pelModificato
15.66,891.44,1898.09,100.86,18.2,0.19616695059625214,0.07199859619140625,1.911085754410603,0.9280014038085938,0.8912499409736979,lena,pelBase
7.02,470.81,430.62,26.11,1.06,0.2624040165386887,0.060180722891566264,1.574800152264941,0.9398192771084337,0.8489844480326336,apartment,pelModificato
16.11,482.5,472.24,29.11,0.0,0.26317338828377984,0.06031325301204819,1.5932427331068328,0.9396867469879518,0.8484745762711865,apartment,pelBase
11.43,422.23,299.43,16.06,5.25,0.3499453551912568,0.03440337787032217,0.8650490730643402,0.9655966221296778,0.7879189296595576,birds,pelModificato
14.24,468.97,314.66,12.91,0.0,0.35254458460200083,0.03443808201746775,0.8723747980613893,0.9655619179825322,0.786006600660066,birds,pelBase
35.24,1393.78,2919.7,142.66,31.61,0.23670951156812342,0.057276234567901235,2.1989053364846374,0.9427237654320988,0.8657569395847913,cityscapes,pelModificato
15.03,1535.38,2899.62,130.08,28.95,0.24048394125035244,0.057158564814814815,2.1793589030943115,0.9428414351851852,0.86332381562846,cityscapes,pelBase
35.56,1453.71,3403.15,111.7,42.65,0.28743467804639894,0.07601658950617284,1.5237975109317188,0.9239834104938272,0.832161334600359,kitchen,pelModificato
28.63,1674.76,2983.41,126.42,15.62,0.2878035569197436,0.07608989197530865,1.5235900444146484,0.9239101080246913,0.8319097332067911,kitchen,pelBase
0.0,407.97,260.55,15.67,0.0,0.2553967771359076,0.02833015211984499,1.428851174934726,0.971669847880155,0.853607528755664,rose,pelModificato
16.62,459.89,285.46,16.57,0.0,0.257173219978746,0.028301231997223668,1.447120078099577,0.9716987680027763,0.8524390243902439,rose,pelBase
9.44,489.4,554.9,45.33,11.13,0.24610808130887457,0.043975938457979064,1.0670222634508348,0.9560240615420209,0.8596788783355948,saint,pelModificato
14.73,515.13,469.96,31.73,0.0,0.24765848368332835,0.04413789114465845,1.0643020594965675,0.9558621088553415,0.8586699673680658,saint,pelBase
13.22,443.74,1236.86,78.63,0.0,0.19911251073575725,0.07247362387549304,2.772887842213718,0.927526376124507,0.8894364517923854,worm,pelModificato
0.0,563.23,844.72,79.05,0.0,0.2026250443419652,0.07279097933303541,2.740060719965303,0.9272090206669646,0.887266124575669,worm,pelBase
22.89,796.35,1930.41,78.09,22.16,0.19630800786257585,0.071746826171875,1.9048166151126822,0.928253173828125,0.8911632314617389,lena,pelModificato
8.87,887.36,1821.86,79.13,9.54,0.19674644408483094,0.07195281982421875,1.9111013602457219,0.9280471801757812,0.8908936331003212,lena,pelBase
19.3,423.92,377.48,15.62,0.0,0.25963099630996306,0.06043373493975904,1.5819391634980988,0.939566265060241,0.8508184208294463,apartment,pelModificato
8.09,517.87,439.23,15.62,15.63,0.2647729781440871,0.06018674698795181,1.5859596150217021,0.9398132530120482,0.8474130619168787,apartment,pelBase
7.04,425.38,272.8,18.32,8.31,0.3544938917975567,0.03422985713459425,0.8616386326641345,0.9657701428654057,0.7845684740819303,birds,pelModificato
15.98,482.5,306.65,15.62,16.57,0.3534407665505227,0.03434553762507953,0.8716909778498109,0.9656544623749205,0.7853458537230525,birds,pelBase
31.26,1390.62,4056.35,147.48,15.53,0.23608361401794667,0.057312885802469134,2.192645137203659,0.9426871141975308,0.8661594076147163,cityscapes,pelModificato
21.82,1542.03,2701.59,125.51,15.62,0.2374993589414842,0.05736111111111111,2.1886745796241347,0.9426388888888889,0.8652486396834173,cityscapes,pelBase
15.74,1480.62,4503.38,129.46,32.62,0.2875954129436024,0.07597608024691357,1.5230361425505954,0.9240239197530864,0.8320517153963157,kitchen,pelModificato
16.28,1714.49,3164.15,121.44,20.21,0.2895943944811645,0.07588348765432099,1.51959756864389,0.924116512345679,0.8306867134048483,kitchen,pelBase
5.54,406.75,233.45,15.62,0.0,0.25718194254445964,0.028266527850078084,1.4257748776508972,0.9717334721499219,0.8524332810047096,rose,pelModificato
8.23,471.89,293.36,0.0,15.67,0.25647236941710827,0.02840534443866042,1.4519572953736655,0.9715946555613396,0.8529003126085446,rose,pelBase
3.29,433.53,540.5,19.38,12.9,0.24373328049142973,0.04414945919370698,1.06875,0.9558505408062931,0.8612208055962992,saint,pelModificato
8.33,493.49,478.92,26.83,10.56,0.2447932089625901,0.044253571635143735,1.064708581918311,0.9557464283648562,0.8605331233831965,saint,pelBase
7.17,458.33,973.07,76.07,0.0,0.19875687647353008,0.07263553992525955,2.778559906144596,0.9273644600747405,0.8896557194986514,worm,pelModificato
9.54,538.25,1577.61,63.88,5.44,0.19907637655417407,0.07301118516071788,2.751196172248804,0.9269888148392821,0.8894587344169165,worm,pelBase
5.54,751.69,2552.79,98.25,14.71,0.1957366824725533,0.07181930541992188,1.9085850556438793,0.9281806945800781,0.8915143479496165,lena,pelModificato
8.52,905.45,2130.72,91.08,20.78,0.19760555579225428,0.07184219360351562,1.9077652846099789,0.9281578063964844,0.8903649773071104,lena,pelBase
7.04,428.33,420.29,31.04,0.0,0.2608503100088574,0.06032530120481928,1.5783567896538608,0.9396746987951807,0.8500127323656735,apartment,pelModificato
13.14,490.21,397.22,16.1,0.0,0.26031231585150266,0.06049397590361446,1.588914112750662,0.9395060240963855,0.85036836311288,apartment,pelBase
7.15,424.77,319.58,16.08,0.0,0.3492201984949286,0.034513274336283185,0.8679142934635204,0.9654867256637168,0.7884513742071881,birds,pelModificato
13.49,481.81,314.99,14.04,0.0,0.352454555349951,0.034409161894846434,0.8720647773279352,0.9655908381051536,0.7860729386892178,birds,pelBase
24.48,1386.73,3036.04,156.37,15.73,0.23840378484006994,0.057137345679012345,2.1827006845052894,0.9428626543209877,0.8646660439047175,cityscapes,pelModificato
16.08,1580.87,2747.95,135.25,15.62,0.24119623483546643,0.05706983024691358,2.169914022391291,0.9429301697530864,0.8628634759529851,cityscapes,pelBase
15.28,1483.59,2947.16,125.5,31.25,0.28816869823127284,0.07592592592592592,1.522018927444795,0.924074074074074,0.8316605743021954,kitchen,pelModificato
31.45,1747.23,4364.15,125.51,31.29,0.2879526336690856,0.07609182098765432,1.5256082750533941,0.9239081790123457,0.8318080215933533,kitchen,pelBase
8.84,399.89,247.44,16.38,7.85,0.2582116788321168,0.028214471629359708,1.4239059438275636,0.9717855283706403,0.8517548454688318,rose,pelModificato
14.78,448.72,313.63,15.63,0.0,0.2568058076225045,0.02842269651223321,1.4528728211749515,0.9715773034877668,0.8526808953669963,rose,pelBase
15.63,416.19,546.45,47.57,8.83,0.24408591507473026,0.044172595291804034,1.0685912240184758,0.9558274047081959,0.8609921082299887,saint,pelModificato
9.54,507.3,509.51,31.25,0.0,0.24231678486997638,0.044490716640638556,1.0657684402831697,0.9555092833593615,0.8621385339609953,saint,pelBase
19.77,435.76,1128.31,62.55,15.62,0.20407871198568872,0.07203968886211877,2.7584228336030603,0.9279603111378812,0.8863654474460116,worm,pelModificato
6.04,543.67,933.16,63.13,15.42,0.19970214878377418,0.0730889048646058,2.7469305214502384,0.9269110951353942,0.889072717245726,worm,pelBase
20.46,784.0,1655.04,95.71,23.92,0.19817125277730305,0.07158660888671875,1.90545197490501,0.9284133911132812,0.8900165994783021,lena,pelModificato
15.63,895.27,1958.63,87.55,15.99,0.19718189945085354,0.07194137573242188,1.9137144861452122,0.9280586242675781,0.8906257378984652,lena,pelBase
15.82,420.39,422.91,31.71,0.0,0.26351550960118164,0.060072289156626504,1.5723809523809524,0.9399277108433735,0.8482477033004423,apartment,pelModificato
8.82,490.12,395.47,31.25,0.0,0.26156793398172706,0.060373493975903615,1.5904960242332449,0.9396265060240964,0.8495380181402051,apartment,pelBase
11.01,412.17,261.38,15.63,16.09,0.354916067146283,0.03422985713459425,0.8610509209100758,0.9657701428654057,0.7842565597667639,birds,pelModificato
8.04,476.79,332.79,16.09,0.0,0.3487235198261814,0.03467522702296258,0.8772495299489659,0.9653247729770374,0.7888157894736842,birds,pelBase
19.89,1410.86,4706.29,163.42,20.9,0.23590534979423872,0.0573070987654321,2.191991530701208,0.942692901234568,0.8662739837872514,cityscapes,pelModificato
31.25,1596.86,3030.94,126.27,16.08,0.24055405925355908,0.05711226851851852,2.17849409144342,0.9428877314814815,0.8632785164450665,cityscapes,pelBase
31.49,1508.24,4596.6,139.91,34.18,0.2878585120619191,0.07596450617283951,1.5238235417805628,0.9240354938271605,0.8318722406472465,kitchen,pelModificato
31.04,1723.84,4274.44,131.08,26.64,0.2884021595854174,0.07602044753086419,1.5233006453775877,0.9239795524691358,0.8315012132081443,kitchen,pelBase
0.0,422.83,281.91,5.54,8.05,0.2549049429657795,0.02833593614436925,1.4279647174126102,0.9716640638556308,0.8539306257625937,rose,pelModificato
12.94,460.85,277.98,24.9,4.51,0.2568751888788154,0.028445832610330266,1.450708762886598,0.9715541673896697,0.852635228848821,rose,pelBase
7.36,429.81,403.03,31.58,0.0,0.2476982476982477,0.043952802359882005,1.0658502772643252,0.956047197640118,0.8586440677966102,saint,pelModificato
10.46,497.56,688.55,26.1,11.45,0.24603565448635867,0.044276707733240786,1.0657534246575342,0.9557232922667592,0.8597259658580414,saint,pelBase
12.01,432.25,1189.89,78.63,0.0,0.20618999856713,0.07176119325652036,2.7525073746312683,0.9282388067434797,0.8850547168304178,worm,pelModificato
0.0,539.31,1393.29,70.88,8.95,0.20396802740508138,0.07224046476382925,2.7396839332748026,0.9277595352361707,0.8864340777239132,worm,pelBase
